id,firstName,lastName,primaryNumber,birthDate,height,weight,batSide,pitchHand
607536,Kyle,Freeland,21,5/14/1993,"6' 4""",202,L,L
683227,Cody,Freeman,39,1/5/2001,"5' 9""",180,R,R
518692,Frederick,Freeman,5,9/12/1989,"6' 4""",220,L,R
671289,Tyler,Freeman,2,5/21/1999,"5' 11""",200,R,R
686217,Salvatore,Frelick,10,4/19/2000,"5' 9""",191,L,R
608331,Max,Fried,54,1/18/1994,"6' 4""",190,L,L
670770,Terry,Friedl,29,8/14/1995,"5' 8""",180,L,L
681807,David,Fry,6,11/20/1995,"6' 1""",215,R,R
800311,Didier,Fuentes,72,6/17/2005,"6' 0""",170,R,R
690924,Braxton,Fulford,37,12/9/1998,"5' 10""",205,R,R
605242,Michael,Fulmer,43,3/15/1993,"6' 2""",221,R,R
690978,Daxton,Fulton,90,10/16/2001,"6' 7""",245,L,L
681892,Kody,Funderburk,57,11/27/1996,"6' 4""",230,L,L
801501,Nathan,Furman,56,7/23/2001,"5' 8""",173,L,R
683769,Hunter,Gaddis,33,4/9/1998,"6' 6""",260,R,R
657424,Matthew,Gage,93,2/11/1993,"6' 4""",261,L,L
668678,Zachary,Gallen,23,8/3/1995,"6' 2""",189,R,R
687941,Alec,Gamboa,68,1/17/1997,"6' 1""",205,S,L
605244,Aramis,Garcia,35,1/12/1993,"6' 1""",228,R,R
805299,Brandyn,Garcia,55,5/27/2000,"6' 4""",235,L,L
691373,Jhostynxon,Garcia,34,12/11/2002,"6' 0""",224,R,R
666969,Jose,García,53,3/2/1993,"6' 0""",205,R,R
670329,Joshua,Garcia,50,1/10/1994,"5' 9""",215,R,R
670062,Julian,Garcia,57,5/13/1995,"6' 3""",206,L,R
671277,Luis,García,26,5/16/2000,"6' 1""",216,L,R
472610,Luis,García,40,1/30/1987,"6' 2""",240,R,R
672580,Maikel,Garcia,11,3/3/2000,"6' 1""",180,R,R
676395,Robert,Garcia,62,6/14/1996,"6' 4""",236,R,L
666129,Braxton,Garrett,60,8/5/1997,"6' 2""",202,R,L
641598,Mitchell,Garver,8,1/15/1991,"6' 1""",220,R,R
681508,Michael,Gasper,30,10/11/1995,"5' 9""",205,S,R
688107,Robert,Gasser,54,5/31/1999,"6' 0""",197,L,L
703725,Luis,Gastelum,72,9/27/2001,"6' 2""",175,R,R
592332,Kevin,Gausman,12,1/6/1991,"6' 2""",205,L,R
680869,Zachary,Gelof,20,10/19/1999,"6' 2""",205,R,R
694197,Angel,Genao,17,5/19/2004,"5' 11""",150,S,R
680702,Joseph,Gerber,56,5/3/1997,"6' 4""",212,R,R
801434,Paul,Gervase,65,5/23/2000,"6' 10""",230,R,R
806188,Cade,Gibson,58,2/18/1998,"6' 2""",195,L,L
694346,Richard,Gibson,43,5/18/2002,"6' 5""",240,R,R
661563,Luis,Gil,81,6/3/1998,"6' 3""",215,R,R
687551,Andrew,Gilbert,0,9/27/2000,"5' 9""",195,L,L
669302,Logan,Gilbert,36,5/5/1997,"6' 6""",215,R,R
656457,Tyler,Gilbert,40,12/22/1993,"6' 3""",225,L,L
665926,Andrés,Giménez,0,9/4/1998,"5' 11""",161,L,R
656464,Kevin,Ginkel,37,3/24/1994,"6' 4""",235,L,R
669372,John,Ginn,35,5/20/1999,"6' 2""",200,R,R
608337,Lucas,Giolito,55,7/14/1994,"6' 6""",245,R,R
607192,Tyler,Glasnow,31,8/23/1993,"6' 8""",225,L,R
808970,Woo-Suk,Go,1,8/6/1998,"5' 11""",198,R,R
502671,Paul,Goldschmidt,48,9/10/1987,"6' 2""",225,R,R
672782,Yoendrys,Gómez,94,10/15/1999,"6' 3""",212,R,R
594835,Marco,Gonzales,50,2/16/1992,"6' 1""",205,L,L
693304,Nicholas,Gonzales,3,5/27/1999,"5' 8""",193,R,R
682445,Domingo,Gonzalez,46,9/27/1999,"6' 0""",185,R,R
694224,Gabriel,Gonzalez,72,1/4/2004,"5' 10""",165,R,R
694378,Jacob,Gonzalez,26,5/30/2002,"6' 2""",205,L,R
663853,Roman,Gonzalez,23,9/6/1996,"6' 0""",215,R,R
696100,Hunter,Goodman,15,10/8/1999,"5' 11""",220,R,R
676467,Colton,Gordon,,12/20/1998,"6' 4""",225,L,L
685299,Tanner,Gordon,29,10/26/1997,"6' 5""",220,L,R
669022,MacKenzie,Gore,1,2/24/1999,"6' 2""",193,L,L
669357,Nolan,Gorman,16,5/10/2000,"6' 0""",225,L,R
543238,Anthony,Gose,34,8/10/1990,"6' 0""",200,L,L
700669,Gordon,Graceffo,44,3/17/2000,"6' 4""",220,R,R
701552,Andre,Granillo,,5/12/2000,"6' 4""",250,R,R
682608,Peyton,Gray,75,6/2/1995,"6' 4""",235,R,R
543243,Sonny,Gray,54,11/7/1989,"5' 10""",190,R,R
656484,Tristan,Gray,4,3/22/1996,"6' 1""",215,L,R
668881,Christian,Greene,21,8/6/1999,"6' 5""",242,R,R
682985,Riley,Greene,31,9/28/2000,"6' 2""",200,L,L
545341,Randal,Grichuk,34,8/13/1991,"6' 0""",210,R,R
656492,Fred,Griffin,22,7/27/1995,"6' 3""",225,R,L
804606,Konnor,Griffin,6,4/24/2006,"6' 3""",222,R,R
663757,Trenton,Grisham,12,11/1/1996,"5' 10""",221,L,L
687093,Vaughn,Grissom,5,1/5/2001,"6' 2""",210,R,R
694410,LuJames,Groover,16,4/16/2002,"6' 2""",215,R,R
675627,Michael,Grove,58,12/18/1996,"6' 3""",200,R,R
594027,Tayron,Guerrero,41,1/9/1991,"6' 8""",225,R,R
665489,Vladimir,Guerrero,27,3/16/1999,"6' 0""",245,R,R
666971,Lourdes,Gurriel,12,10/10/1993,"6' 3""",215,R,R
687473,Ryan,Gusto,65,3/11/1999,"6' 4""",232,R,R
694203,Denzer,Guzman,23,2/8/2004,"6' 1""",190,R,R
606992,Eric,Haase,,12/18/1992,"5' 10""",201,R,R
623352,Josh,Hader,71,4/7/1994,"6' 3""",188,L,L
664059,Samuel,Haggerty,0,5/26/1994,"5' 11""",175,S,R
669084,Dayton,Hall,37,9/19/1998,"6' 1""",209,L,L
690984,Peter,Halpin,0,5/26/2002,"5' 11""",200,L,R
678020,Seth,Halvorsen,56,2/18/2000,"6' 2""",243,R,R
666152,David,Hamilton,6,9/29/1997,"5' 10""",192,L,R
641656,Ian,Hamilton,71,6/16/1995,"6' 1""",200,R,R
676106,Emerson,Hancock,26,5/31/1999,"6' 4""",213,R,R
668974,Maverick,Handley,90,3/10/1998,"5' 9""",210,R,R
669724,Brenan,Hanifee,75,5/29/1998,"6' 5""",215,R,R
690440,Bradley,Hanner,93,2/10/1999,"6' 4""",210,R,R
664023,Ian,Happ,8,8/12/1994,"5' 10""",205,S,R
547180,Bryce,Harper,3,10/16/1992,"6' 1""",210,L,R
695391,Brett,Harris,,6/24/1998,"6' 2""",208,R,R
687957,Dustin,Harris,29,7/8/1999,"6' 2""",185,L,R
663687,Hogan,Harris,36,12/26/1996,"6' 3""",230,R,L
671739,Michael,Harris,23,3/7/2001,"5' 11""",195,L,L
805345,Trenton,Harris,68,1/22/1999,"6' 1""",206,R,R
690986,Kyle,Harrison,52,8/12/2001,"6' 2""",216,R,L
606996,Kyle,Hart,68,11/23/1992,"6' 5""",200,L,L
664129,Geoffery,Hartlieb,31,12/9/1993,"6' 5""",240,R,R
640451,Hunter,Harvey,45,12/9/1994,"6' 3""",233,R,R
663647,Ke'Bryan,Hayes,3,1/28/1997,"5' 11""",215,R,R
669720,Austin,Hays,15,7/5/1995,"5' 10""",200,R,R
687396,Brent,Headrick,47,12/17/1997,"6' 6""",235,L,L
669169,Jonathan,Heasley,68,1/27/1997,"6' 3""",225,R,R
595978,Austin,Hedges,27,8/18/1992,"6' 0""",220,R,R
641680,Jonah,Heim,15,6/27/1995,"6' 4""",220,S,R
623168,Tyler,Heineman,31,6/19/1991,"5' 10""",190,S,R
680737,Michael,Helman,23,5/23/1996,"6' 0""",195,R,R
664854,Ryan,Helsley,21,7/18/1994,"6' 2""",235,R,R
683002,Gunnar,Henderson,2,6/29/2001,"6' 3""",230,L,R
701656,Logan,Henderson,43,3/2/2002,"6' 0""",209,R,R
683618,Edgardo,Henriquez,60,6/24/2002,"6' 4""",200,R,R
669371,Jeffrey,Henry,99,7/15/1999,"6' 4""",200,R,R
656529,Sam,Hentges,31,7/18/1996,"6' 8""",255,L,L
623474,Jimmy,Herget,44,9/9/1993,"6' 3""",183,R,R
643361,Kevin,Herget,57,4/3/1991,"5' 10""",185,L,R
687231,Darell,Hernaiz,2,8/3/2001,"5' 11""",190,R,R
622694,Elieser,Hernández,,5/3/1995,"6' 1""",214,R,R
571771,Enrique,Hernández,8,8/24/1991,"5' 10""",195,R,R
681715,Heriberto,Hernandez,13,12/16/1999,"5' 11""",195,R,R
642546,Jonathan,Hernández,26,7/6/1996,"6' 3""",190,R,R
606192,Teoscar,Hernández,37,10/15/1992,"6' 0""",215,R,R
671056,Ivan,Herrera,48,6/1/2000,"5' 11""",220,R,R
700327,Welinton,Herrera,59,4/3/2004,"6' 0""",198,L,L
682120,Tim,Herrin,29,10/8/1996,"6' 6""",230,L,L
676051,Codi,Heuer,,7/3/1996,"6' 5""",200,R,R
676551,Charles,Hicklen,53,2/9/1996,"6' 2""",215,R,R
663855,Jordan,Hicks,44,9/6/1996,"6' 2""",217,R,R
689414,Liam,Hicks,34,6/2/1999,"5' 9""",185,L,R
543309,Kyle,Higashioka,11,4/20/1990,"6' 1""",202,R,R
664731,Patrick,Higgins,65,5/10/1993,"5' 10""",195,R,R
656537,Derek,Hill,49,12/30/1995,"6' 0""",206,R,R
677955,Kenneth,Hill,0,12/22/1999,"6' 4""",260,R,R
657612,Timothy,Hill,41,2/10/1990,"6' 4""",210,R,L
806367,Turner,Hill,52,4/4/1999,"5' 10""",198,L,L
677956,Rece,Hinds,,9/5/2000,"6' 3""",215,R,R
682274,Yaramil,Hiraldo,76,12/31/1995,"6' 1""",220,R,R
663538,Nicholas,Hoerner,2,5/13/1997,"5' 11""",200,R,R
656546,Jeffrey,Hoffman,24,1/8/1993,"6' 5""",235,R,R
676510,Nolan,Hoffman,,8/9/1997,"6' 4""",190,R,R
694851,Andrew,Hoffmann,,2/2/2000,"6' 5""",215,R,R
670059,Colin,Holderman,35,10/8/1995,"6' 6""",230,R,R
702616,Jackson,Holliday,7,12/4/2003,"5' 11""",200,L,R
668970,Gavin,Hollowell,46,11/4/1997,"6' 7""",215,R,R
605280,Clayton,Holmes,25,3/27/1993,"6' 5""",245,R,R
656550,Harrison,Holmes,66,3/22/1996,"6' 0""",226,L,R
663947,Weston,Holton,87,6/13/1996,"6' 2""",200,L,L
695380,Alex,Hoppe,26,12/17/1998,"6' 1""",200,R,R
690990,Cade,Horton,22,8/20/2001,"6' 1""",211,R,R
687462,Spencer,Horwitz,2,11/14/1997,"5' 10""",204,L,R
656555,Rhys,Hoskins,8,3/17/1993,"6' 3""",241,R,R
691781,Brady,House,12,6/4/2003,"6' 4""",208,R,R
605288,Adrian,Houser,12,2/2/1993,"6' 4""",227,R,R
663542,Bryan,Hudson,60,5/8/1997,"6' 8""",248,L,L
669087,Samuel,Huff,31,1/14/1998,"6' 4""",242,R,R
687312,Gabriel,Hughes,43,8/22/2001,"6' 4""",238,R,R
675448,Blake,Hunt,26,11/10/1998,"6' 4""",215,R,R
669165,Kyle,Hurt,63,5/30/1998,"6' 3""",240,R,R
676428,Brant,Hurter,48,9/6/1998,"6' 6""",250,L,L
628451,Andy,Ibáñez,77,4/3/1993,"5' 10""",205,R,R
628452,Raisel,Iglesias,26,1/4/1990,"6' 2""",190,R,R
837227,Tatsuya,Imai,45,5/9/1998,"5' 11""",176,R,R
684007,Shota,Imanaga,18,9/1/1993,"5' 10""",175,L,L
663697,Jonathan,India,6,12/15/1996,"5' 10""",200,R,R
694876,John,Ingle,30,2/23/2002,"5' 8""",190,L,R
608344,Cole,Irvin,38,1/31/1994,"6' 4""",225,L,L
663623,Jacob,Irvin,27,2/18/1997,"6' 6""",234,R,R
664728,Kyle,Isbel,28,3/3/1997,"5' 10""",190,L,R
656577,Alexander,Jackson,70,12/25/1995,"6' 1""",238,R,R
669236,Jeremiah,Jackson,82,3/26/2000,"5' 11""",200,R,R
689690,Alek,Jacob,37,6/16/1998,"6' 3""",190,L,R
686753,Drey,Jameson,99,8/17/1997,"6' 0""",175,R,R
643376,Daniel,Jansen,9,4/15/1995,"6' 2""",240,R,R
445276,Kenley,Jansen,74,9/30/1987,"6' 5""",265,S,R
805347,James,Jarvis,74,11/6/2000,"5' 9""",190,L,R
664299,Cristian,Javier,53,3/26/1997,"6' 1""",210,R,R
643377,James,Jax,22,11/22/1994,"6' 2""",195,R,R
680777,Ryan,Jeffers,27,6/3/1997,"6' 2""",235,R,R
805805,Walker,Jenkins,11,2/19/2005,"6' 3""",210,L,R
695600,Carter,Jensen,22,7/3/2003,"6' 0""",210,L,R
650391,Eloy,Jiménez,74,11/27/1996,"6' 4""",250,R,R
677870,Leonardo,Jimenez,19,5/17/2001,"5' 10""",215,R,R
695549,Jackson,Jobe,21,7/30/2002,"6' 2""",190,R,R
656582,Connor,Joe,9,8/16/1992,"5' 11""",205,R,R
669369,Bryce,Johnson,29,10/27/1995,"5' 11""",190,S,R
669288,Daniel,Johnson,,7/11/1995,"5' 10""",200,L,L
572955,Pierce,Johnson,52,5/10/1991,"6' 2""",202,R,R
696270,Ryan,Johnson,32,8/5/2002,"6' 6""",215,S,R
686751,Seth,Johnson,52,9/19/1998,"6' 1""",205,R,R
671155,Vincent,Johnson,63,10/11/1998,"6' 0""",190,S,R
687859,Troy,Johnston,20,6/22/1997,"5' 11""",206,L,L
675659,Gregory,Jones,,3/7/1998,"6' 0""",189,S,R
663330,Jahmai,Jones,37,8/4/1997,"5' 10""",210,R,R
683003,Jared,Jones,17,8/6/2001,"6' 0""",211,L,R
682987,Spencer,Jones,78,5/14/2001,"6' 7""",240,L,L
691458,Blaze,Jordan,33,12/19/2002,"6' 1""",220,R,R
690829,Benjamin,Joyce,44,9/17/2000,"6' 5""",225,R,R
592450,Aaron,Judge,99,4/26/1992,"6' 7""",282,R,R
696522,Hayden,Juenger,58,8/9/2000,"6' 0""",180,R,R
666397,Edouard,Julien,6,4/30/1999,"6' 1""",195,L,R
667452,Corey,Julks,44,2/27/1996,"5' 11""",220,R,R
695611,Gage,Jump,61,4/12/2003,"6' 0""",200,L,L
690291,Jace,Jung,17,10/4/2000,"5' 11""",205,L,R
673962,Joshua,Jung,6,2/12/1998,"6' 1""",214,R,R
596001,Jakob,Junis,16,9/16/1992,"6' 3""",238,R,R
676083,Janson,Junk,26,1/15/1996,"6' 2""",197,R,R
592454,Thomas,Kahnle,,8/7/1989,"6' 1""",230,R,R
675916,James,Karinchak,0,9/22/1995,"6' 3""",215,R,R
691720,Kyle,Karros,12,7/26/2002,"6' 5""",225,R,R
641743,Anthony,Kay,18,3/21/1995,"6' 0""",225,L,L
692216,Collin,Kayfus,2,10/28/2001,"5' 11""",192,L,L
807712,Luke,Keaschall,15,8/15/2002,"6' 0""",190,R,R
690993,Colten,Keith,33,8/14/2001,"6' 2""",211,L,R
672284,Jarred,Kelenic,,7/16/1999,"5' 11""",206,L,L
641745,Brad,Keller,40,7/27/1995,"6' 5""",255,R,R
662144,Brian,Keller,,6/21/1994,"6' 3""",210,R,R
656605,Mitch,Keller,23,4/4/1996,"6' 3""",213,R,R
681520,Antoine,Kelly,62,12/5/1999,"6' 5""",205,L,L
699008,Antwone,Kelly,62,9/1/2003,"5' 10""",238,R,R
608348,Carson,Kelly,15,7/14/1994,"6' 1""",212,R,R
518876,Kenneth,Kelly,29,10/14/1988,"6' 2""",210,R,R
687330,Kevin,Kelly,49,11/28/1997,"6' 2""",195,R,R
547184,Michael,Kelly,49,9/6/1992,"6' 4""",185,R,R
677161,Zachery,Kelly,76,3/3/1995,"6' 3""",231,R,R
805249,Otto,Kemp,4,9/9/1999,"5' 11""",185,R,R
687531,William,Kempner,71,6/18/2001,"6' 0""",222,R,R
671083,Clifton,Kennedy,41,10/5/1998,"5' 10""",213,R,R
800600,Jackson,Kent,25,2/10/2003,"6' 3""",219,L,L
687849,Zachary,Kent,57,2/24/1998,"6' 3""",208,R,R
596146,Maximilian,Kepler,22,2/10/1993,"6' 4""",225,L,L
689147,Richard,Kerkering,50,4/4/2001,"6' 2""",204,R,R
678061,Raymond,Kerr,62,9/10/1994,"6' 3""",185,L,L
695049,Brett,Kerry,71,4/12/1999,"6' 0""",213,R,R
815873,Sean,Keys,20,5/26/2003,"6' 1""",232,L,R
579328,Yusei,Kikuchi,16,6/17/1991,"6' 0""",210,L,L
668873,Caleb,Kilian,56,6/2/1997,"6' 4""",206,R,R
673490,Ha-Seong,Kim,7,10/17/1995,"5' 10""",200,R,R
808975,Hyeseong,Kim,6,1/27/1999,"5' 10""",175,L,R
518886,Craig,Kimbrel,26,5/28/1988,"6' 0""",215,R,R
643396,Isiah,Kiner-Falefa,2,3/23/1995,"5' 10""",195,R,R
687911,Bryan,King,74,11/5/1996,"6' 1""",205,R,L
667463,John,King,47,9/14/1994,"6' 2""",215,L,L
650633,Michael,King,34,5/25/1995,"6' 3""",210,R,R
664068,Scott,Kingery,,4/29/1994,"5' 9""",180,R,R
663884,Nolan,Kingham,,8/18/1996,"6' 4""",210,R,R
641755,Tyler,Kinley,55,1/31/1991,"6' 4""",220,R,R
669923,George,Kirby,68,2/4/1998,"6' 4""",215,R,R
672386,Alejandro,Kirk,30,11/6/1998,"5' 8""",245,R,R
552640,Andrew,Kittredge,39,3/17/1990,"6' 1""",235,R,R
691946,George,Klassen,58,1/26/2002,"6' 2""",195,R,R
804619,John,Klein,,4/22/2002,"6' 5""",225,R,R
694361,William,Klein,61,11/28/1999,"6' 5""",230,R,R
689017,Landon,Knack,96,7/15/1997,"6' 2""",220,L,R
668800,Andrew,Knizner,19,2/3/1995,"6' 0""",225,R,R
686799,Jack,Kochanowicz,41,12/22/2000,"6' 7""",228,L,R
657649,Jared,Koenig,47,1/24/1994,"6' 5""",244,R,L
663568,Stephen,Kolek,32,4/18/1997,"6' 3""",210,R,R
683766,Christian,Koss,50,1/27/1998,"6' 1""",185,R,R
668820,Max,Kranick,35,7/21/1997,"6' 3""",220,R,R
668952,Ryan,Kreidler,5,11/12/1997,"6' 3""",208,R,R
665152,Dean,Kremer,13,1/7/1996,"6' 2""",210,R,R
621139,Brooks,Kriske,48,2/3/1994,"6' 3""",205,R,R
640454,Matthew,Krook,,10/21/1994,"6' 4""",225,L,L
669270,Joel,Kuhnel,59,2/19/1995,"6' 5""",290,R,R
811965,Joshua,Kuroda-Grauer,44,1/31/2003,"5' 10""",205,R,R
701762,Nicholas,Kurtz,16,3/12/2003,"6' 5""",240,L,L
680757,Steven,Kwan,38,9/5/1997,"5' 8""",170,L,L
663567,Peter,Lambert,38,4/18/1997,"6' 2""",208,R,R
656638,Alexander,Lange,56,10/2/1995,"6' 3""",202,R,R
669127,Shea,Langeliers,23,11/18/1997,"5' 11""",205,R,R
694671,Wyatt,Langford,36,11/15/2001,"6' 0""",225,R,R
800325,Luis,Lara,18,11/17/2004,"5' 7""",169,S,R
663616,Trevor,Larnach,9,2/26/1997,"6' 3""",223,L,R
686747,Joseph,La Sorsa,60,4/29/1998,"6' 5""",224,L,L
656641,Jacob,Latz,67,4/8/1996,"6' 2""",185,R,L
641778,Eric,Lauer,33,6/3/1995,"6' 3""",209,R,L
657656,Ramón,Laureano,5,7/15/1994,"5' 9""",203,R,R
681320,Nathan,Lavender,94,1/20/2000,"6' 2""",215,L,L
571882,Derek,Law,38,9/14/1990,"6' 3""",225,R,R
689520,Cody,Laweryson,,5/10/1998,"6' 4""",205,L,R
691783,Jordan,Lawlar,10,7/17/2002,"6' 0""",195,R,R
664875,Justin,Lawrence,44,11/25/1994,"6' 3""",211,R,R
676661,Max,Lazar,60,6/3/1999,"6' 1""",200,R,R
681517,Kyle,Leahy,62,6/4/1997,"6' 5""",225,S,R
673929,Jordan,Leasure,49,8/15/1998,"6' 3""",220,R,R
686797,Brooks,Lee,22,2/14/2001,"6' 0""",205,S,R
695445,Chase,Lee,52,8/13/1998,"6' 0""",170,R,R
669276,Dylan,Lee,52,8/1/1994,"6' 3""",214,L,L
701678,Hao-Yu,Lee,50,2/3/2003,"5' 9""",190,R,R
808982,Jung Hoo,Lee,51,8/20/1998,"6' 0""",196,L,R
668984,Casey,Legumina,67,6/19/1997,"6' 2""",195,R,R
605335,Brandon,Leibrandt,58,12/13/1992,"6' 4""",190,L,L
683004,Jack,Leiter,22,4/21/2000,"6' 1""",205,R,R
643410,Mark,Leiter,38,3/13/1991,"6' 0""",210,R,R
506702,Sandy,León,,3/13/1989,"5' 9""",235,S,R
678760,Eddys,Leonard,49,11/10/2000,"5' 10""",201,R,R
668904,Royce,Lewis,23,6/5/1999,"6' 0""",200,R,R
669461,Matthew,Liberatore,32,11/6/1999,"6' 4""",215,L,L
695734,Daylen,Lile,4,11/30/2002,"5' 11""",195,L,R
596019,Francisco,Lindor,12,11/14/1993,"5' 10""",190,S,R
641793,Zack,Littell,46,10/5/1995,"6' 4""",250,R,R
663893,Brendon,Little,54,8/11/1996,"6' 2""",195,L,L
681432,Luke,Little,,8/30/2000,"6' 8""",220,L,L
642528,Jonathan,Loáisiga,43,11/2/1994,"5' 11""",195,R,R
682988,Tyler,Locklear,31,11/24/2000,"6' 2""",235,R,R
663604,Brandon,Lockridge,20,3/14/1997,"6' 0""",197,R,R
666157,Nicholas,Lodolo,40,2/5/1998,"6' 6""",216,L,L
679845,Nicholas,Loftin,12,9/25/1998,"5' 11""",180,R,R
806146,George,Lombard,96,6/2/2005,"6' 2""",190,R,R
675920,Seth,Lonsway,86,10/7/1998,"6' 0""",206,L,L
694388,Mario,Loperfido,10,5/11/1999,"6' 3""",220,L,R
682052,Jacob,Lopez,57,3/11/1998,"6' 4""",220,L,L
670032,Nicholas,Lopez,33,3/13/1995,"5' 10""",186,L,R
672640,Otto,Lopez,6,10/1/1998,"5' 10""",185,R,R
625643,Reynaldo,López,40,1/4/1994,"6' 1""",225,R,R
695418,Bradley,Lord,41,2/14/2000,"6' 3""",210,R,R
547179,Michael,Lorenzen,55,1/4/1992,"6' 1""",210,R,R
663992,Richard,Lovelady,55,7/7/1995,"6' 0""",185,L,L
695076,Rhett,Lowder,25,3/8/2002,"6' 1""",200,R,R
664040,Brandon,Lowe,5,7/6/1994,"5' 9""",181,L,R
663993,David,Lowe,46,7/7/1995,"6' 4""",220,L,R
666139,Joshua,Lowe,3,2/2/1998,"6' 3""",220,L,R
664192,Joseph,Lucchesi,,6/6/1993,"6' 5""",228,L,L
607625,Jacob,Lugo,67,11/17/1989,"6' 4""",225,R,R
683090,Matthew,Lugo,24,5/9/2001,"6' 0""",190,R,R
664770,Nathan,Lukes,38,7/12/1994,"5' 11""",180,L,R
666200,Jesús,Luzardo,44,9/30/1997,"6' 0""",218,L,L
663738,Daniel,Lynch,41,11/17/1996,"6' 6""",200,L,L
592518,Manuel,Machado,13,7/6/1992,"6' 2""",218,R,R
691788,Joseph,Mack,80,12/27/2002,"6' 0""",210,L,R
671936,Adam,Macko,71,12/30/2000,"6' 0""",170,L,L
680744,Tyler,Madden,36,2/21/2000,"6' 3""",215,R,R
663611,Nicklaus,Madrigal,,3/5/1997,"5' 7""",175,R,R
641816,Tyler,Mahle,54,9/29/1994,"6' 3""",212,R,R
571912,Luke,Maile,18,2/6/1991,"6' 3""",225,R,R
701162,Benjamin,Malgeri,53,1/12/2000,"6' 1""",215,R,R
640455,Sean,Manaea,59,2/1/1992,"6' 5""",245,R,L
641820,Joseph,Mancini,34,3/18/1992,"6' 3""",230,R,R
815081,Mark,Manfredi,54,1/28/2000,"6' 4""",210,R,L
663968,Jake,Mangum,28,3/8/1996,"5' 11""",191,S,L
666201,Alek,Manoah,47,1/9/1998,"6' 6""",285,R,R
573009,Joseph,Mantiply,35,3/1/1991,"6' 4""",219,R,L
700932,Kyle,Manzardo,9,7/18/2000,"5' 11""",205,L,R
665561,Rafael,Marchán,13,2/25/1999,"5' 9""",170,S,R
676760,Ronald,Marinaccio,,7/1/1995,"6' 2""",205,R,R
608566,Germán,Márquez,,2/22/1995,"6' 1""",230,R,R
805300,Jakob,Marsee,87,6/28/2001,"6' 0""",180,L,L
669016,Brandon,Marsh,16,12/18/1997,"6' 2""",215,L,R
606466,Ketel,Marte,4,10/12/1993,"6' 0""",210,S,R
682622,Noelvi,Marte,4,10/16/2001,"6' 2""",216,R,R
516782,Starling,Marte,0,10/9/1988,"6' 0""",195,R,R
805074,Yunior,Marte,87,8/9/2003,"6' 6""",236,R,R
628708,Yunior,Marte,,2/2/1995,"6' 2""",180,R,R
668885,Christopher,Martin,16,3/23/1999,"5' 10""",185,R,R
455119,Christopher,Martin,31,6/2/1986,"6' 8""",224,R,R
656686,Corbin,Martin,38,12/28/1995,"6' 2""",225,R,R
663436,Davis,Martin,65,1/4/1997,"6' 2""",215,L,R
702303,Riley,Martin,51,3/19/1998,"6' 1""",215,L,L
694680,Trevor,Martin,54,12/15/2000,"6' 5""",238,R,R
682657,Angel,Martínez,1,1/27/2002,"5' 11""",200,S,R
679885,Justin,Martinez,63,7/30/2001,"6' 3""",225,R,R
607259,Nicholas,Martinez,28,8/5/1990,"6' 1""",200,L,R
683079,Omar,Martinez,66,7/5/2001,"5' 11""",192,L,R
661527,Seth,Martinez,51,8/29/1994,"6' 2""",193,R,R
686681,Michael,Massey,19,3/22/1998,"6' 0""",195,L,R
670156,Miles,Mastrobuoni,21,10/31/1995,"5' 9""",185,L,R
622761,Jorge,Mateo,9,6/23/1995,"6' 0""",200,R,R
687273,Quinn,Mathews,60,10/4/2000,"6' 5""",188,L,L
664208,Phillip,Maton,88,3/25/1993,"6' 2""",206,R,R
682641,Luis,Matos,21,1/28/2002,"5' 11""",205,R,R
673513,Yuki,Matsui,1,10/30/1995,"5' 8""",165,L,L
694728,Brice,Matthews,0,3/16/2002,"5' 10""",190,R,R
805673,Daniel,Matthews,52,5/22/2000,"6' 5""",225,R,R
676755,Isaac,Mattson,72,7/14/1995,"6' 2""",214,R,R
571927,Steven,Matz,32,5/29/1991,"6' 2""",205,R,L
677595,Ronny,Mauricio,0,4/4/2001,"6' 3""",166,S,R
802408,Brycen,Mautz,52,7/17/2001,"6' 3""",190,L,L
687209,Zachary,Maxwell,78,1/26/2001,"6' 6""",275,R,R
669160,Dustin,May,21,9/6/1997,"6' 6""",180,R,R
691785,Marcelo,Mayer,,12/12/2002,"6' 3""",188,L,R
691723,Coby,Mayo,16,12/10/2001,"6' 5""",225,R,R
641835,Timothy,Mayza,37,1/15/1992,"6' 3""",215,L,L
807727,Charles,McAdoo,26,3/6/2002,"6' 0""",210,R,R
685112,Zachary,McCambley,62,5/4/1999,"6' 2""",225,L,R
543510,James,McCann,8,6/13/1990,"6' 2""",235,R,R
664983,Jacob,McCarthy,31,7/30/1997,"6' 0""",213,L,L
663556,Shane,McClanahan,18,4/28/1997,"6' 3""",210,L,L
687529,Grant,McCray,58,12/7/2000,"6' 1""",195,L,R
621121,Lance,McCullers,50,10/2/1993,"6' 1""",200,L,R
457705,Andrew,McCutchen,24,10/10/1986,"5' 10""",190,R,R
694646,Chayce,McDermott,43,8/22/1998,"6' 3""",190,L,R
686790,Trevor,McDonald,72,2/26/2001,"6' 0""",205,R,R
701780,Tanner,McDougal,55,4/9/2003,"6' 5""",185,R,R
686934,Alexander,McFarlane,71,6/9/2001,"6' 3""",215,R,R
668834,Easton,McGee,51,12/26/1997,"6' 7""",222,R,R
805808,Kevin,McGonigle,7,8/18/2004,"5' 9""",187,L,R
700241,Michael,McGreevy,36,7/8/2000,"6' 4""",220,L,R
